locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDAINPC_01299	CDS	2640	clpV1			AAA+ ATPase ClpV1
MLDAINPC_01300	CDS	543	tssB1			Type VI secretion system sheath protein TssB1
MLDAINPC_01301	CDS	1509	tssC1			Type VI secretion system sheath protein TssC1
MLDAINPC_01302	CDS	447				hypothetical protein
MLDAINPC_01303	CDS	486	hcp1_1			Protein hcp1
MLDAINPC_01304	CDS	486				hypothetical protein
MLDAINPC_01305	CDS	372				hypothetical protein
MLDAINPC_01306	CDS	486	hcp1_2			Protein hcp1
MLDAINPC_01307	CDS	537				hypothetical protein
MLDAINPC_01308	CDS	1344	tssK1			Type VI secretion system baseplate component TssK1
MLDAINPC_01309	CDS	1305	pal_1			Peptidoglycan-associated lipoprotein
MLDAINPC_01310	CDS	774				hypothetical protein
MLDAINPC_01311	CDS	357				hypothetical protein
MLDAINPC_01312	CDS	3846	icmF			type VI secretion protein IcmF
MLDAINPC_01313	CDS	789				hypothetical protein
MLDAINPC_01314	CDS	387				hypothetical protein
MLDAINPC_01315	CDS	519				hypothetical protein
MLDAINPC_01316	CDS	2190	vgrG1a			Type VI secretion system spike protein VgrG1a
MLDAINPC_01317	CDS	447				hypothetical protein
MLDAINPC_01318	CDS	4095	dddA	3.5.4.-		Double-stranded DNA deaminase toxin A
MLDAINPC_01319	CDS	264				hypothetical protein
MLDAINPC_01320	CDS	774				hypothetical protein
MLDAINPC_01321	CDS	447				hypothetical protein
MLDAINPC_01322	CDS	138				hypothetical protein
MLDAINPC_01323	CDS	438				hypothetical protein
MLDAINPC_01324	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
MLDAINPC_01325	CDS	252				hypothetical protein
MLDAINPC_01326	CDS	159				hypothetical protein
MLDAINPC_01327	CDS	198				hypothetical protein
MLDAINPC_01328	CDS	282				IS3 family transposase IS1351
MLDAINPC_01329	CDS	501				hypothetical protein
MLDAINPC_01330	CDS	714	caf1M			Chaperone protein caf1M
MLDAINPC_01331	CDS	2511	caf1A			F1 capsule-anchoring protein
MLDAINPC_01332	CDS	471				hypothetical protein
MLDAINPC_01333	CDS	822				hypothetical protein
MLDAINPC_01334	CDS	612				hypothetical protein
MLDAINPC_01335	CDS	948				HTH-type transcriptional regulator
MLDAINPC_01336	CDS	720	pagN			Outer membrane protein PagN
MLDAINPC_01337	CDS	408				hypothetical protein
MLDAINPC_01338	CDS	768	yafV	3.5.1.3	COG0388	Omega-amidase YafV
MLDAINPC_01339	CDS	2445	fadE	1.3.8.7		Acyl-coenzyme A dehydrogenase
MLDAINPC_01340	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
MLDAINPC_01341	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
MLDAINPC_01342	CDS	741	yafK_1	2.-.-.-	COG3034	Putative L,D-transpeptidase YafK
MLDAINPC_01343	CDS	1005	dinB	2.7.7.7	COG0389	DNA polymerase IV
MLDAINPC_01344	CDS	975	rtcB2_1	6.5.1.8		RNA-splicing ligase RtcB2
MLDAINPC_01345	CDS	162	rtcB2_2	6.5.1.8		RNA-splicing ligase RtcB2
MLDAINPC_01346	CDS	615	prfH			Peptide chain release factor 
MLDAINPC_01347	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
MLDAINPC_01348	CDS	459	gpt	2.4.2.-	COG2236	Xanthine-guanine phosphoribosyltransferase
MLDAINPC_01349	CDS	1245	frsA	3.1.1.1	COG1073	Esterase FrsA
MLDAINPC_01350	CDS	402	crl			Sigma factor-binding protein Crl
MLDAINPC_01351	CDS	1053	phoE			Outer membrane porin PhoE
MLDAINPC_01352	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
MLDAINPC_01353	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MLDAINPC_01354	tRNA	76				tRNA-Thr(cgt)
MLDAINPC_01355	CDS	1215	intS_2		COG0582	Prophage integrase IntS
MLDAINPC_01356	CDS	204				hypothetical protein
MLDAINPC_01357	CDS	432				hypothetical protein
MLDAINPC_01358	CDS	834				hypothetical protein
MLDAINPC_01359	CDS	183				hypothetical protein
MLDAINPC_01360	CDS	1029				hypothetical protein
MLDAINPC_01361	CDS	195				hypothetical protein
MLDAINPC_01362	CDS	264				hypothetical protein
MLDAINPC_01363	CDS	222				hypothetical protein
MLDAINPC_01364	CDS	603				hypothetical protein
MLDAINPC_01365	CDS	2352				hypothetical protein
MLDAINPC_01366	CDS	231				hypothetical protein
MLDAINPC_01367	CDS	738				hypothetical protein
MLDAINPC_01368	CDS	174				hypothetical protein
MLDAINPC_01369	CDS	1467				hypothetical protein
MLDAINPC_01370	CDS	2106				hypothetical protein
MLDAINPC_01371	CDS	102				hypothetical protein
MLDAINPC_01372	CDS	963				hypothetical protein
MLDAINPC_01373	CDS	456				hypothetical protein
MLDAINPC_01374	CDS	282				hypothetical protein
MLDAINPC_01375	CDS	543				hypothetical protein
MLDAINPC_01376	CDS	363				hypothetical protein
MLDAINPC_01377	CDS	303				hypothetical protein
MLDAINPC_01378	CDS	345	pduG_1			Propanediol dehydratase-reactivating factor large subunit
MLDAINPC_01379	CDS	417	ddrA			Diol dehydratase-reactivating factor large subunit
MLDAINPC_01380	CDS	300				hypothetical protein
MLDAINPC_01381	CDS	1233	ynfM_1		COG2814	Inner membrane transport protein YnfM
MLDAINPC_01382	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
MLDAINPC_01383	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
MLDAINPC_01384	CDS	879				hypothetical protein
MLDAINPC_01385	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
MLDAINPC_01386	CDS	966	dmlR		COG0583	HTH-type transcriptional regulator DmlR
MLDAINPC_01387	CDS	273				hypothetical protein
MLDAINPC_01388	CDS	399				hypothetical protein
MLDAINPC_01389	CDS	759	fimC_2		COG3121	Chaperone protein FimC
MLDAINPC_01390	CDS	1326				hypothetical protein
MLDAINPC_01391	CDS	2562	fimD_3		COG3188	Outer membrane usher protein FimD
MLDAINPC_01392	CDS	762	yadV		COG3121	putative fimbrial chaperone YadV
MLDAINPC_01393	CDS	537	sfaA			S-fimbrial protein subunit SfaA
MLDAINPC_01394	CDS	735				hypothetical protein
MLDAINPC_01395	CDS	501				hypothetical protein
MLDAINPC_01396	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
MLDAINPC_01397	CDS	744				hypothetical protein
MLDAINPC_01398	CDS	489				hypothetical protein
MLDAINPC_01399	CDS	525	ail_1			Attachment invasion locus protein
MLDAINPC_01400	CDS	528				hypothetical protein
MLDAINPC_01401	CDS	360				hypothetical protein
MLDAINPC_01402	CDS	1458	oprM			Outer membrane protein OprM
MLDAINPC_01403	CDS	3168	mdsB			multidrug efflux RND transporter permease subunit MdsB
MLDAINPC_01404	CDS	1227	bepF			Efflux pump periplasmic linker BepF
MLDAINPC_01405	CDS	2289	golT			gold/copper-translocating P-type ATPase GolT
MLDAINPC_01406	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
MLDAINPC_01407	CDS	195				hypothetical protein
MLDAINPC_01408	CDS	1254	nanX_1		COG2814	Sialic acid transporter NanX
MLDAINPC_01409	CDS	1959	mod	2.1.1.72		Type III restriction-modification enzyme StyLTI Mod subunit
MLDAINPC_01410	CDS	2973	res	3.1.21.5		Type III restriction-modification enzyme EcoP15I Res subunit
MLDAINPC_01411	CDS	102				hypothetical protein
MLDAINPC_01412	CDS	1404				hypothetical protein
MLDAINPC_01413	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
MLDAINPC_01414	CDS	132				hypothetical protein
MLDAINPC_01415	CDS	1005	rhaR_4			HTH-type transcriptional activator RhaR
MLDAINPC_01416	CDS	2091	fhuA_2		COG4774	Ferrichrome outer membrane transporter/phage receptor
MLDAINPC_01417	CDS	633	rhtC_2		COG1280	Threonine efflux protein
MLDAINPC_01418	CDS	276				hypothetical protein
MLDAINPC_01419	CDS	1626	prpR		COG3829	Propionate catabolism operon regulatory protein
MLDAINPC_01420	CDS	888	prpB	4.1.3.30		2-methylisocitrate lyase
MLDAINPC_01421	CDS	1170	prpC	2.3.3.5		2-methylcitrate synthase
MLDAINPC_01422	CDS	1452	prpD	4.2.1.79		2-methylcitrate dehydratase
MLDAINPC_01423	CDS	1887	acs_2	6.2.1.1		Acetyl-coenzyme A synthetase
MLDAINPC_01424	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MLDAINPC_01425	CDS	2937				hypothetical protein
MLDAINPC_01426	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
MLDAINPC_01427	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
MLDAINPC_01428	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
MLDAINPC_01429	CDS	1095				hypothetical protein
MLDAINPC_01430	CDS	309	yaiY			Inner membrane protein YaiY
MLDAINPC_01431	CDS	216				hypothetical protein
MLDAINPC_01432	CDS	1113	ddlA	6.3.2.4		D-alanine--D-alanine ligase A
MLDAINPC_01433	CDS	684				hypothetical protein
MLDAINPC_01434	CDS	1212	sbnD_1		COG2814	Staphyloferrin B transporter
MLDAINPC_01435	CDS	261	iraP			Anti-adapter protein IraP
MLDAINPC_01436	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
MLDAINPC_01437	CDS	1113	dgcC	2.7.7.65	COG3706	putative diguanylate cyclase DgcC
MLDAINPC_01438	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MLDAINPC_01439	CDS	456				hypothetical protein
MLDAINPC_01440	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
MLDAINPC_01441	CDS	192	yaiA			putative protein YaiA
MLDAINPC_01442	CDS	678				hypothetical protein
MLDAINPC_01443	CDS	285	ppnP	2.4.2.1		Pyrimidine/purine nucleoside phosphorylase
MLDAINPC_01444	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
MLDAINPC_01445	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
MLDAINPC_01446	CDS	1173	araJ		COG2814	Putative transporter AraJ
MLDAINPC_01447	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
MLDAINPC_01448	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
MLDAINPC_01449	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
MLDAINPC_01450	CDS	1296	phoR	2.7.13.3	COG5002	Phosphate regulon sensor protein PhoR
MLDAINPC_01451	CDS	1320	brnQ		COG1114	Branched-chain amino acid permease BrnQ
MLDAINPC_01452	CDS	1371	proY		COG1113	Proline-specific permease ProY
MLDAINPC_01453	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
MLDAINPC_01454	CDS	603	ahpC_1	1.11.1.26	COG0450	Alkyl hydroperoxide reductase C
MLDAINPC_01455	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MLDAINPC_01456	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MLDAINPC_01457	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MLDAINPC_01458	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
MLDAINPC_01459	CDS	1815	secD		COG0342	Protein translocase subunit SecD
MLDAINPC_01460	CDS	972	secF		COG0341	Protein translocase subunit SecF
MLDAINPC_01461	CDS	366				hypothetical protein
MLDAINPC_01462	CDS	693	siwR		COG2378	Stress-involved WYL domain-containing regulator
MLDAINPC_01463	CDS	348				hypothetical protein
MLDAINPC_01464	CDS	108				hypothetical protein
MLDAINPC_01465	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
MLDAINPC_01466	CDS	540	yajI		COG4238	putative lipoprotein YajI
MLDAINPC_01467	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
MLDAINPC_01468	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
MLDAINPC_01469	CDS	471	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
MLDAINPC_01470	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
MLDAINPC_01471	CDS	978	thiL	2.7.4.16		Thiamine-monophosphate kinase
MLDAINPC_01472	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
MLDAINPC_01473	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MLDAINPC_01474	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MLDAINPC_01475	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
MLDAINPC_01476	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MLDAINPC_01477	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
MLDAINPC_01478	CDS	798	phnV			Putative 2-aminoethylphosphonate transport system permease protein PhnV
MLDAINPC_01479	CDS	861	phnU			Putative 2-aminoethylphosphonate transport system permease protein PhnU
MLDAINPC_01480	CDS	1110	phnT			Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
MLDAINPC_01481	CDS	1014	phnS			Putative 2-aminoethylphosphonate-binding periplasmic protein
MLDAINPC_01482	CDS	720	phnR			Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
MLDAINPC_01483	CDS	1104	phnW	2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
MLDAINPC_01484	CDS	810	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
MLDAINPC_01485	CDS	591	yajL_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
MLDAINPC_01486	CDS	912	panE_1	1.1.1.169		2-dehydropantoate 2-reductase
MLDAINPC_01487	CDS	492	yajQ			Cyclic di-GMP-binding protein YajQ
MLDAINPC_01488	CDS	1365	yajR		COG2814	Inner membrane transport protein YajR
MLDAINPC_01489	CDS	1512				hypothetical protein
MLDAINPC_01490	CDS	1494				hypothetical protein
MLDAINPC_01491	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MLDAINPC_01492	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
MLDAINPC_01493	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
MLDAINPC_01494	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
MLDAINPC_01495	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
MLDAINPC_01496	CDS	1482	ampG		COG2223	Anhydromuropeptide permease
MLDAINPC_01497	CDS	633				hypothetical protein
MLDAINPC_01498	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
MLDAINPC_01499	CDS	1299	tig	5.2.1.8		Trigger factor
MLDAINPC_01500	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MLDAINPC_01501	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MLDAINPC_01502	CDS	2355	lon_1			Lon protease
MLDAINPC_01503	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
MLDAINPC_01504	CDS	1872	ppiD		COG0760	Periplasmic chaperone PpiD
MLDAINPC_01505	CDS	375			COG1555	putative protein
MLDAINPC_01506	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
MLDAINPC_01507	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MLDAINPC_01508	CDS	1701	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
MLDAINPC_01509	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
MLDAINPC_01510	CDS	234				hypothetical protein
MLDAINPC_01511	CDS	459				IS200/IS605 family transposase IS200F
MLDAINPC_01512	CDS	1056	cds1	4.4.1.1	COG0031	L-cysteine desulfhydrase Cds1
MLDAINPC_01513	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
MLDAINPC_01514	CDS	1773	smdA			multidrug efflux ABC transporter permease/ATP-binding subunit SmdA
MLDAINPC_01515	CDS	1782	smdB			multidrug efflux ABC transporter permease/ATP-binding subunit SmdB
MLDAINPC_01516	CDS	339	glnK		COG0347	Nitrogen regulatory protein GlnK
MLDAINPC_01517	CDS	1287	amtB		COG0004	Ammonium transporter AmtB
MLDAINPC_01518	CDS	861	tesB	3.1.2.20	COG1946	Acyl-CoA thioesterase 2
MLDAINPC_01519	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
MLDAINPC_01520	CDS	312	atl		COG3695	DNA base-flipping protein
MLDAINPC_01521	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
MLDAINPC_01522	CDS	261	rpmE2		COG0254	Large ribosomal subunit protein bL31B
MLDAINPC_01523	CDS	471	ylaC			Inner membrane protein YlaC
MLDAINPC_01524	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
MLDAINPC_01525	CDS	219	hha			Hemolysin expression-modulating protein Hha
MLDAINPC_01526	CDS	375	tomB			Hha toxicity modulator TomB
MLDAINPC_01527	CDS	3150	acrB_1			multidrug efflux RND transporter permease subunit AcrB
MLDAINPC_01528	CDS	1194	acrA		COG0845	Multidrug efflux pump subunit AcrA
MLDAINPC_01529	CDS	654	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
MLDAINPC_01530	CDS	3363	mscK		COG1196	Mechanosensitive channel MscK
MLDAINPC_01531	CDS	936				ISNCY family transposase ISRor2
MLDAINPC_01532	CDS	168				hypothetical protein
MLDAINPC_01533	CDS	516	priC		COG3923	Replication restart protein PriC
MLDAINPC_01534	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
MLDAINPC_01535	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MLDAINPC_01536	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MLDAINPC_01537	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
MLDAINPC_01538	CDS	606	recR		COG0353	Recombination protein RecR
MLDAINPC_01539	CDS	1875	htpG		COG0326	Chaperone protein HtpG
MLDAINPC_01540	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
MLDAINPC_01541	CDS	963	hemH	4.98.1.1	COG0276	Ferrochelatase
MLDAINPC_01542	CDS	972	aes	3.1.1.-		Acetyl esterase
MLDAINPC_01543	CDS	1350	gsk	2.7.1.73	COG0524	Guanosine-inosine kinase
MLDAINPC_01544	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
MLDAINPC_01545	CDS	126				hypothetical protein
MLDAINPC_01546	CDS	1221	fsr		COG2223	Fosmidomycin resistance protein
MLDAINPC_01547	CDS	1653	ushA		COG0737	Protein UshA
MLDAINPC_01548	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MLDAINPC_01549	CDS	795				hypothetical protein
MLDAINPC_01550	CDS	828				hypothetical protein
MLDAINPC_01551	CDS	2502	copA	7.2.2.8		Copper-exporting P-type ATPase
MLDAINPC_01552	CDS	417	cueR			HTH-type transcriptional regulator CueR
MLDAINPC_01553	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
MLDAINPC_01554	CDS	918	qmcA		COG0330	Protein QmcA
MLDAINPC_01555	CDS	678	fetA	7.2.2.-	COG4619	putative iron export ATP-binding protein FetA
MLDAINPC_01556	CDS	780	fetB		COG0390	putative iron export permease protein FetB
MLDAINPC_01557	CDS	855	cnoX		COG3118	Chaperedoxin
MLDAINPC_01558	CDS	771	capC	1.1.1.-		NADPH-dependent 3-dehydrocapnine reductase
MLDAINPC_01559	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
MLDAINPC_01560	CDS	687	lolD_1	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MLDAINPC_01561	CDS	2415				hypothetical protein
MLDAINPC_01562	CDS	105				hypothetical protein
MLDAINPC_01563	CDS	1134				hypothetical protein
MLDAINPC_01564	CDS	831	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
MLDAINPC_01565	CDS	1017	metN_2	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
MLDAINPC_01566	CDS	660	metP		COG2011	Methionine import system permease protein MetP
MLDAINPC_01567	CDS	1095	selU	2.9.1.3		tRNA 2-selenouridine synthase
MLDAINPC_01568	CDS	927	allS		COG0583	HTH-type transcriptional activator AllS
MLDAINPC_01569	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
MLDAINPC_01570	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
MLDAINPC_01571	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
MLDAINPC_01572	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
MLDAINPC_01573	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MLDAINPC_01574	CDS	1248	sauU_3		COG2271	putative sulfoacetate transporter SauU
MLDAINPC_01575	CDS	1455	ybbW		COG1953	Putative allantoin permease
MLDAINPC_01576	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
MLDAINPC_01577	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
MLDAINPC_01578	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
MLDAINPC_01579	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
MLDAINPC_01580	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
MLDAINPC_01581	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
MLDAINPC_01582	CDS	1665	allF	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllF
MLDAINPC_01583	CDS	1260	allG	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllG
MLDAINPC_01584	CDS	810	allH	2.1.3.5		Oxamate carbamoyltransferase subunit AllH
MLDAINPC_01585	CDS	894	allK	2.7.2.2	COG0549	Carbamate kinase
MLDAINPC_01586	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MLDAINPC_01587	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MLDAINPC_01588	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
MLDAINPC_01589	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MLDAINPC_01590	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MLDAINPC_01591	CDS	825				hypothetical protein
MLDAINPC_01592	CDS	438				hypothetical protein
MLDAINPC_01593	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
MLDAINPC_01594	CDS	213	ybcJ		COG2501	Putative RNA-binding protein YbcJ
MLDAINPC_01595	CDS	867	folD		COG0190	Bifunctional protein FolD protein
MLDAINPC_01596	CDS	558	fimA_2			Type-1 fimbrial protein, A chain
MLDAINPC_01597	CDS	534	fimA_3			Type-1 fimbrial protein, A chain
MLDAINPC_01598	CDS	693	sfmC_2		COG3121	putative fimbrial chaperone SfmC
MLDAINPC_01599	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
MLDAINPC_01600	CDS	1008	sfmH_2		COG3539	putative fimbrial-like protein SfmH
MLDAINPC_01601	CDS	519	sfmF		COG3539	putative fimbrial-like protein SfmF
MLDAINPC_01602	CDS	633	bvgA		COG2197	Virulence factors putative positive transcription regulator BvgA
MLDAINPC_01603	CDS	723				hypothetical protein
MLDAINPC_01604	CDS	309				hypothetical protein
MLDAINPC_01605	CDS	597				hypothetical protein
MLDAINPC_01606	tRNA	77				tRNA-Arg(tct)
MLDAINPC_01607	CDS	273				hypothetical protein
MLDAINPC_01608	CDS	219				hypothetical protein
MLDAINPC_01609	CDS	159				hypothetical protein
MLDAINPC_01610	CDS	1641	gtrC1			putative glucosyltransferase GtrC1
MLDAINPC_01611	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
MLDAINPC_01612	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
MLDAINPC_01613	CDS	330	cusS	2.7.13.3	COG5002	Sensor histidine kinase CusS
MLDAINPC_01614	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
MLDAINPC_01615	CDS	1326	rclA_2		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
MLDAINPC_01616	CDS	237	rclB			putative protein RclB
MLDAINPC_01617	CDS	561	rclC		COG3059	Inner membrane protein RclC
MLDAINPC_01618	CDS	1176				hypothetical protein
MLDAINPC_01619	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
MLDAINPC_01620	CDS	1248	ybdG		COG0668	Mechanosensing system component YbdG
MLDAINPC_01621	CDS	1971	lip-1	3.1.1.3		Lipase 1
MLDAINPC_01622	CDS	2730	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
MLDAINPC_01623	CDS	987	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
MLDAINPC_01624	CDS	1062	glmS_3	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MLDAINPC_01625	CDS	855	manZ_2		COG3716	PTS system mannose-specific EIID component
MLDAINPC_01626	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
MLDAINPC_01627	CDS	471	sorB_2	2.7.1.206		PTS system sorbose-specific EIIB component
MLDAINPC_01628	CDS	450				hypothetical protein
MLDAINPC_01629	CDS	654	nfsB	1.-.-.-		Oxygen-insensitive NAD(P)H nitroreductase
MLDAINPC_01630	CDS	369				hypothetical protein
MLDAINPC_01631	CDS	582	ramR			Transcriptional regulator RamR
MLDAINPC_01632	CDS	342	ramA			Transcriptional regulator RamA
MLDAINPC_01633	CDS	249				hypothetical protein
MLDAINPC_01634	CDS	1119	ybdK	6.3.2.2		Putative glutamate--cysteine ligase 2
MLDAINPC_01635	CDS	705				hypothetical protein
MLDAINPC_01636	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
